Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres
Shadows in the Palace,2007,1600,1600,1600,Korea,"[9648, 18, 53]",61128,ko,"Upon receiving the body of a maid in waiting who was said to have hung herself within the palace walls, dedicated doctor Chun-ryung begins to suspect foul play. Upon launching a personal investigation, however, Chun-ryung quickly discovers a labyrinthine maze of deception constructed by those with limitless power to conceal a valuable secret.",0.896,Shadows in the Palace,False,7.0,13.0,"['Mystery', 'Drama', 'Thriller']"
Viy,1967,1600,1600,1600,Ukraine,"[18, 14, 27]",57230,ru,A young priest is ordered to preside over the wake of a witch in the church of a remote village. This means spending three nights alone with the corpse with only his faith to protect him.,8.071,Viy,False,6.9,126.0,"['Drama', 'Fantasy', 'Horror']"
The Floating Castle,2012,Late 1600 ,1600,1600,Japan,"[36, 35, 18]",209032,ja,"In the year 1590, the mighty warlord Toyotomi Hideyoshi is close to fulfilling his ambition of unifying all of Japan under his banner when he comes across unexpected resistance in the form of a floating fortress known as Oshi Castle. Narita Nagachika, a frivolous hedonistic fellow and unlikely candidate for the position of rebel general, finds himself in charge of defending the castle. His odds? An army of 500 men to combat Toyotomi Hideyoshi's army of 20,000.",5.594,The Floating Castle,False,6.4,8.0,"['History', 'Comedy', 'Drama']"
Samurai I: Musashi Miyamoto,1954,1600,1600,1600,Japan,"[18, 28, 12]",31372,ja,"Struggling to elevate himself from his low caste in 17th century Japan, Miyamoto trains to become a mighty samurai warrior.",9.863,Samurai I: Musashi Miyamoto,False,7.3,108.0,"['Drama', 'Action', 'Adventure']"
Journey of Honor,1991,1600-1602,1600,1602,Japan,"[18, 28, 12]",40789,de,The son of a besieged Shogun in war-torn 17th century Japan travels to Spain to buy weaponry from the king.,1.708,Journey of Honor,False,5.0,6.0,"['Drama', 'Action', 'Adventure']"
Sekigahara,2017,1600,1600,1600,Korea,"[10752, 36, 18]",455954,ja,"The background to and depiction of a watershed battle in Japanese history, at Sekigahara in 1600, when Tokugawa Ieyasu's Army of the East defeated the Army of the West of Ishida Mitsunari. The story includes the intrigues and shifting loyalties of the various retainers, family members, and samurai.",6.025,Sekigahara,False,6.8,24.0,"['War', 'History', 'Drama']"
Bloody Spear at Mount Fuji,1955,1603-1868,1603,1868,Japan,"[18, 12]",93424,ja,"Tragicomic road movie set during the Edo period. It follows a samurai, his two servants – including spear-carrier Genpachi – and the various people they meet on their journey, including a policeman in pursuit of a thief, a young child and a woman who is to be sold into prostitution.",5.458,Bloody Spear at Mount Fuji,False,7.7,20.0,"['Drama', 'Adventure']"
The New World,2005,1607-1608,1607,1608,Virgina,"[18, 36, 10749]",11400,en,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,10.7,The New World,False,6.5,899.0,"['Drama', 'History', 'Romance']"
All Is True,2018,1613-1616,1613,1616,England,"[18, 36]",558095,en,"London, June 29th, 1613. The Globe Theater, ran by the famous playwright William Shakespeare, accidentally burns to ashes. Seriously affected, he stops writing and returns to his hometown, where his wife Anne and daughters Judith and Susanna get surprised to hear he intends to stay there definitively, after two decades working in the capital, neglecting his sincere affections for them.",8.012,All Is True,False,6.2,74.0,"['Drama', 'History']"
Shinobi no Mono 4: Siege,1964,1614-1615,1614,1615,Japan,"[28, 18, 36]",159403,ja,"[Period covered: 1614-1615] 4th film in the shinobi no mono series  Tokugawa Ieyasu is now the ruler of all Japan. But one last loose thread must be tied up before his domination is complete -- the destruction of the Toyotomi clan, now beseiged in Osaka castle. Ieyasu's ninja are the only ones who can penetrate the fortress, but unfortunately for Ieyasu, Kirigakure Saizo (Ichikawa) and the other Toyotomi ninja can just as easily get out. As armies of samurai maneuver for battle, the fate of the nation will be decided by a desperate struggle in the dark!",0.885,Shinobi no Mono 4: Siege,False,6.1,8.0,"['Action', 'Drama', 'History']"
Harakiri,1962,1619-1630,1619,1630,Japan,"[28, 18, 36]",14537,ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",14.721,Harakiri,False,8.4,588.0,"['Action', 'Drama', 'History']"
Harakiri,1962,1619-1630,1619,1630,Japan,"[28, 18, 36]",14537,ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",14.721,Harakiri,False,8.4,588.0,"['Action', 'Drama', 'History']"
Harakiri,1962,1619-1630,1619,1630,Japan,"[28, 18, 36]",14537,ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",14.721,Harakiri,False,8.4,588.0,"['Action', 'Drama', 'History']"
Harakiri,1962,1619-1630,1619,1630,Japan,"[28, 18, 36]",14537,ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",14.721,Harakiri,False,8.4,588.0,"['Action', 'Drama', 'History']"
Day of Wrath,1943,1624,1624,1624,"Salem, Massachusetts","[18, 10749]",41391,da,"In a Danish village in the early 1600s, a young woman named Anne, whose mother was thought to be a witch, develops sympathy toward an old woman, Marte, who is accused of witchcraft. The intervention of Anne's older but kindly husband, Pastor Absalon saved her mother -- but now, urged on by his overbearing mother, he refuses to help Marte. When Absalon's son returns home and is attracted to Anne, it's a matter of time before her family destiny catches up with her.",7.729,Day of Wrath,False,8.1,153.0,"['Drama', 'Romance']"
The Three Musketeers,1973,1625-1673,1625,1673,France,"[12, 35, 36]",2926,en,"The young D'Artagnan arrives in Paris with dreams of becoming a king's musketeer. He meets and quarrels with three men, Athos, Porthos, and Aramis, each of whom challenges him to a duel. D'Artagnan finds out they are musketeers and is invited to join them in their efforts to oppose Cardinal Richelieu, who wishes to increase his already considerable power over the king. D'Artagnan must also juggle affairs with the charming Constance Bonancieux and the passionate Lady De Winter, a secret agent for the cardinal.",13.076,The Three Musketeers,False,6.9,203.0,"['Adventure', 'Comedy', 'History']"
The Three Musketeers,1973,1625-1673,1625,1673,France,"[12, 35, 36]",2926,en,"The young D'Artagnan arrives in Paris with dreams of becoming a king's musketeer. He meets and quarrels with three men, Athos, Porthos, and Aramis, each of whom challenges him to a duel. D'Artagnan finds out they are musketeers and is invited to join them in their efforts to oppose Cardinal Richelieu, who wishes to increase his already considerable power over the king. D'Artagnan must also juggle affairs with the charming Constance Bonancieux and the passionate Lady De Winter, a secret agent for the cardinal.",13.076,The Three Musketeers,False,6.9,203.0,"['Adventure', 'Comedy', 'History']"
The Three Musketeers,1973,1625-1673,1625,1673,France,"[28, 12, 16, 10751, 10770]",428181,en,"""The Three Musketeers"" is 1973 animated TV movie from Hanna Barbera that is a remake of their own 1968 cartoon of the same name. In this film, the queen consort of France is falsely accused by Cardinal Richelieu of being involved in a plot to overthrow her husband, the king of France. The king's musketeers, Athos, Porthos, Aramis and a new recruit named D'Artagnan, attempt to solve the situation.",1.718,The Three Musketeers,False,6.0,3.0,"['Action', 'Adventure', 'Animation', 'Family', 'TV Movie']"
Cardinal Richelieu,1935,1626-1642,1626,1642,France,"[36, 10749, 18]",286402,en,The cunning Cardinal Richelieu must save King Louis XIII from treachery within his inner circle.,1.036,Cardinal Richelieu,False,8.5,2.0,"['History', 'Romance', 'Drama']"
Silence,2016,1630-1638,1630,1638,Japan,"[18, 36]",68730,en,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",27.586,Silence,False,7.1,2471.0,"['Drama', 'History']"
Silence,2016,1630-1638,1630,1638,Japan,"[18, 36]",68730,en,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",27.586,Silence,False,7.1,2471.0,"['Drama', 'History']"
Silence,2016,1630-1638,1630,1638,Japan,"[18, 27, 10402]",645124,xx,"After being discovered trying to escape, a woman must survive the night with her abusive girlfriend.",0.978,Silence,False,0.0,0.0,"['Drama', 'Horror', 'Music']"
Silence,2016,1630-1638,1630,1638,Japan,[],721047,en,Esther has got what it takes to be really successful in the business district where she applies for a job. Of course she will fit in there! She has the killer instinct and the ambitions of a winner. But she hasn't counted on a stranger who can see behind her mask.,0.809,Silence,False,0.0,0.0,[]
Silence,2016,1630-1638,1630,1638,Japan,"[18, 27, 10402]",645124,xx,"After being discovered trying to escape, a woman must survive the night with her abusive girlfriend.",0.978,Silence,False,0.0,0.0,"['Drama', 'Horror', 'Music']"
Silence,2016,1630-1638,1630,1638,Japan,[],721047,en,Esther has got what it takes to be really successful in the business district where she applies for a job. Of course she will fit in there! She has the killer instinct and the ambitions of a winner. But she hasn't counted on a stranger who can see behind her mask.,0.809,Silence,False,0.0,0.0,[]
Silence,2016,1630-1638,1630,1638,Korea,"[18, 36]",68730,en,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",27.586,Silence,False,7.1,2471.0,"['Drama', 'History']"
Silence,2016,1630-1638,1630,1638,Korea,"[18, 27, 10402]",645124,xx,"After being discovered trying to escape, a woman must survive the night with her abusive girlfriend.",0.978,Silence,False,0.0,0.0,"['Drama', 'Horror', 'Music']"
Silence,2016,1630-1638,1630,1638,Korea,[],721047,en,Esther has got what it takes to be really successful in the business district where she applies for a job. Of course she will fit in there! She has the killer instinct and the ambitions of a winner. But she hasn't counted on a stranger who can see behind her mask.,0.809,Silence,False,0.0,0.0,[]
