studio_id,studio_name,origin_country,movie_id,title,title list
694.0,StudioCanal,FR,4517,Elizabeth: The Golden Age,
694.0,StudioCanal,FR,10544,Ned Kelly,
694.0,StudioCanal,FR,225728,Macbeth,
13644.0,Studioul Cinematografic București,RO,286601,Judgement,
13644.0,Studioul Cinematografic București,RO,36662,Dacii,
13644.0,Studioul Cinematografic București,RO,262984,The Column,
2359.0,Stéphan Films,FR,62204,Quest for Fire,
491.0,Summit Entertainment,US,375588,Robin Hood,
22253.0,Sunflower Productions,,11400,The New World,
34401.0,Surf Film,IT,205775,In the Heart of the Sea,
2302.0,Svenska Filminstitutet,SE,16852,When the Raven Flies,
2302.0,Svenska Filminstitutet,SE,16853,In the Shadow of the Raven,
9996.0,Syncopy,GB,1124,The Prestige,
3522.0,T-Series,IN,584850,Tanhaji: The Unsung Warrior,
12208.0,TANDEM Productions,DE,11188,Ring of the Nibelungs,
22123.0,TF1,FR,48750,Les Miserables,
22123.0,TF1,FR,48750,Les Miserables,Les Miserables
22123.0,TF1,FR,48750,Les Miserables,Les Miserables
356.0,TF1 Films Production,FR,6312,Brotherhood of the Wolf,
7799.0,TF1 International,FR,12911,Druids,
72441.0,TIK Films,CN,375588,Robin Hood,
38227.0,TKBC,GB,558095,All Is True,
22213.0,TSG Entertainment,US,617653,The Last Duel,
6480.0,TVP,PL,59219,Quo Vadis,
6480.0,TVP,PL,57829,The Mill and the Cross,
3965.0,Taewon Entertainment,KR,14538,Three Kingdoms: Resurrection of the Dragon,
12363.0,Taihe Film Investment Co. Ltd.,,14797,Warriors of Heaven and Earth,
12363.0,Taihe Film Investment Co. Ltd.,,14797,Warriors of Heaven and Earth,
12363.0,Taihe Film Investment Co. Ltd.,,14797,Warriors of Heaven and Earth,
12363.0,Taihe Film Investment Co. Ltd.,,14797,Warriors of Heaven and Earth,
12184.0,Talent Aid International,,14392,The Warlords,
8989.0,Talisman Productions,,11780,Rob Roy,
2493.0,Tandem Communications,DE,11188,Ring of the Nibelungs,
79334.0,Tang Dynasty Media Group,,121878,The Last Supper,
47986.0,Technicolor Motion Picture Corporation,,164453,The Viking,
1182.0,Telecinco Cinema,ES,26428,Agora,
1182.0,Telecinco Cinema,ES,290088,Nero,
1182.0,Telecinco Cinema,ES,290088,Nero,
1182.0,Telecinco Cinema,ES,290088,Nero,
1182.0,Telecinco Cinema,ES,290088,Nero,
15789.0,Telmondis,,594130,Attila,
12292.0,Temple Hill Entertainment,US,2447,The Nativity Story,
12187.0,The Alamo Company,,11209,The Alamo,
1311.0,The Asylum,US,493416,Troy the Odyssey,Troy the Odyssey
1311.0,The Asylum,US,493416,Troy the Odyssey,Troy the Odyssey
10884.0,The Department of Trade and Industry of South Africa,,7840,"10,000 BC",
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
11065.0,The Film Works,CA,5471,Beowulf & Grendel,
4357.0,The Guber-Peters Company,,13853,The Clan of the Cave Bear,
69888.0,The Jozak Company,,13853,The Clan of the Cave Bear,
862.0,The Kennedy/Marshall Company,US,72976,Lincoln,
7965.0,The Ladd Company,US,197,Braveheart,
1557.0,The Mark Gordon Company,US,9681,Casanova,
219.0,The Mirisch Company,US,80027,Kings of the Sun,
11009.0,The Post Republic,,41215,Black Death,
364.0,The Rank Organisation,,4701,A Tale of Two Cities,
364.0,The Rank Organisation,,202886,The Royal Hunt of the Sun,
12210.0,The Ring (UK),,11188,Ring of the Nibelungs,
5237.0,The Saul Zaentz Company,US,279,Amadeus,
22255.0,The Virginia Company LLC,,11400,The New World,
10100.0,Thin Man Films,GB,399440,Peterloo,
3528.0,Thunder Road,US,375588,Robin Hood,
23868.0,Tiberius Film,,172747,Duel of Champions,
335.0,Tig Productions,,581,Dances with Wolves,
335.0,Tig Productions,,12160,Wyatt Earp,
4579.0,Tigon British Film Productions,GB,31965,Witchfinder General,
8601.0,Tim Burton Productions,,2668,Sleepy Hollow,
4245.0,Time-Life Television Productions,US,106385,Antony & Cleopatra,"Pericles, Prince of Tyre, Antony & Cleopatra"
4245.0,Time-Life Television Productions,US,119925,"Pericles, Prince of Tyre","Pericles, Prince of Tyre, Antony & Cleopatra"
4245.0,Time-Life Television Productions,US,106385,Antony & Cleopatra,"Pericles, Prince of Tyre, Antony & Cleopatra"
4245.0,Time-Life Television Productions,US,119925,"Pericles, Prince of Tyre","Pericles, Prince of Tyre, Antony & Cleopatra"
641.0,Titanus,IT,168408,Esther and the King,
641.0,Titanus,IT,96786,Duel of the Titans,
641.0,Titanus,IT,43011,Sodom and Gomorrah,
641.0,Titanus,IT,187117,Sword of the Conqueror,
641.0,Titanus,IT,208835,The Slave,
641.0,Titanus,IT,18696,The Giant of Marathon,
7448.0,Tobis Filmkunst,,212530,The Great King,
5822.0,Toei Company,JP,52975,The Third Ninja,
5822.0,Toei Company,JP,93424,Bloody Spear at Mount Fuji,
5822.0,Toei Company,JP,34546,Shogun's Samurai,
5822.0,Toei Company,JP,74289,Samurai Reincarnation,
882.0,Toho,JP,106908,Red Lion,
882.0,Toho,JP,41471,Lone Wolf and Cub: Sword of Vengeance,
882.0,Toho,JP,36916,The Men Who Tread on the Tiger's Tail,
882.0,Toho,JP,11878,Yojimbo,
882.0,Toho,JP,346,Seven Samurai,
882.0,Toho,JP,31372,Samurai I: Musashi Miyamoto,
882.0,Toho,JP,31551,Lady Oscar,
49301.0,"Toho Pictures, Inc.",JP,455954,Sekigahara,
1780.0,Tohokushinsha Film Corporation,JP,1887,Marie Antoinette,
6326.0,Toledo Productions,GB,49494,The Eagle,
1925.0,Tomorrow Entertainment,US,281428,Marco,
9195.0,Touchstone Pictures,US,9477,King Arthur,
9195.0,Touchstone Pictures,US,11362,The Count of Monte Cristo,
9195.0,Touchstone Pictures,US,1911,The 13th Warrior,
9195.0,Touchstone Pictures,US,1579,Apocalypto,
9195.0,Touchstone Pictures,US,87729,Jefferson in Paris,
9195.0,Touchstone Pictures,US,1124,The Prestige,
9195.0,Touchstone Pictures,US,9681,Casanova,
9195.0,Touchstone Pictures,US,3131,Gangs of New York,
9195.0,Touchstone Pictures,US,10733,The Alamo,
48188.0,Transfilm,,12911,Druids,
15687.0,Transocean-Film,DE,43098,The Last Days of Pompeii,
5662.0,Traveler's Rest Films,,13470,Bury My Heart at Wounded Knee,
559.0,TriStar Pictures,US,9665,Glory,
559.0,TriStar Pictures,US,76649,Pompeii,
559.0,TriStar Pictures,US,33796,Mountains of the Moon,
8609.0,TriStar Television,US,10655,Gettysburg,
7021.0,Triple Eight Corporation,,47846,Pope Joan,
1765.0,Turner Pictures,US,2405,Joseph,
1765.0,Turner Pictures,US,16072,Gods and Generals,
6189.0,Turner Pictures (I),CA,2712,Jacob,
6189.0,Turner Pictures (I),CA,10655,Gettysburg,
6189.0,Turner Pictures (I),CA,26612,Treasure Island,
20899.0,Twins Financing,,49494,The Eagle,
4006.0,Two Cities Films,GB,23383,Hamlet,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,14283,The Red Violin,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,12911,Druids,
806.0,Téléfilm Canada,CA,41784,Black Robe,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
806.0,Téléfilm Canada,CA,5471,Beowulf & Grendel,
12372.0,UFA,DE,9503,Pope Joan,
27392.0,UFA Cinema,,169881,The Physician,
72498.0,UFA International Film & TV Production GmbH,,9503,Pope Joan,
2452.0,UK Film Council,GB,29963,Bright Star,
2452.0,UK Film Council,GB,11162,The Merchant of Venice,
2452.0,UK Film Council,GB,23759,Centurion,
11282.0,USA Cable Entertainment,US,32528,Spartacus,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,14073,Jodhaa Akbar,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
2320.0,UTV Motion Pictures,IN,402672,Mohenjo Daro,
11994.0,Ultra Film,,273868,Scipio the African,
12212.0,Uncharted Territory,,11188,Ring of the Nibelungs,
95315.0,Uneurop Film,,81409,Fury of Achilles,Fury of Achilles
95315.0,Uneurop Film,,81409,Fury of Achilles,Fury of Achilles
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
25469.0,Union Station Media,,5471,Beowulf & Grendel,
60.0,United Artists,US,65796,Wild Bill,
60.0,United Artists,US,11209,The Alamo,
60.0,United Artists,US,429,"The Good, the Bad and the Ugly",
60.0,United Artists,US,103584,Clive of India,
60.0,United Artists,US,11780,Rob Roy,
60.0,United Artists,US,42668,Alexander the Great,
60.0,United Artists,US,43122,The Private Life of Henry VIII,
60.0,United Artists,US,29710,Khartoum,
60.0,United Artists,US,10568,The Four Feathers,
60.0,United Artists,US,29996,Solomon and Sheba,
60.0,United Artists,US,80027,Kings of the Sun,
60.0,United Artists,US,10935,Heaven's Gate,
60.0,United Artists,US,42661,The Vikings,
17009.0,Universal 1440 Entertainment,US,78049,The Scorpion King 3: Battle for Redemption,The Scorpion King 3: Battle for Redemption
17009.0,Universal 1440 Entertainment,US,78049,The Scorpion King 3: Battle for Redemption,The Scorpion King 3: Battle for Redemption
69625.0,Universal City Studios,,338039,The Tribe,The Tribe
69625.0,Universal City Studios,,338039,The Tribe,The Tribe
10330.0,Universal International Pictures,,205331,Sign of the Pagan,
10330.0,Universal International Pictures,,113939,Lady Godiva of Coventry,
10330.0,Universal International Pictures,,205331,Sign of the Pagan,
10330.0,Universal International Pictures,,205331,Sign of the Pagan,
10330.0,Universal International Pictures,,205331,Sign of the Pagan,
33.0,Universal Pictures,US,11051,The Last Temptation of Christ,
33.0,Universal Pictures,US,82695,Les Misérables,Les Misérables
33.0,Universal Pictures,US,22522,Anne of the Thousand Days,
33.0,Universal Pictures,US,205331,Sign of the Pagan,
33.0,Universal Pictures,US,42664,The War Lord,
33.0,Universal Pictures,US,22267,Ride with the Devil,
33.0,Universal Pictures,US,98,Gladiator,
33.0,Universal Pictures,US,474392,Samson,
33.0,Universal Pictures,US,9334,The Scorpion King,
33.0,Universal Pictures,US,205331,Sign of the Pagan,
33.0,Universal Pictures,US,82695,Les Misérables,Les Misérables
33.0,Universal Pictures,US,205331,Sign of the Pagan,
33.0,Universal Pictures,US,1934,Shakespeare in Love,
33.0,Universal Pictures,US,8619,Master and Commander: The Far Side of the World,
33.0,Universal Pictures,US,205331,Sign of the Pagan,
33.0,Universal Pictures,US,13486,The Scorpion King 2: Rise of a Warrior,
33.0,Universal Pictures,US,4517,Elizabeth: The Golden Age,
33.0,Universal Pictures,US,20662,Robin Hood,
33.0,Universal Pictures,US,137584,Sudan,
33.0,Universal Pictures,US,46067,"Mary, Queen of Scots",
26727.0,Universal Television,US,72653,Grendel,
26727.0,Universal Television,US,72653,Grendel,
26727.0,Universal Television,US,72653,Grendel,
26727.0,Universal Television,US,72653,Grendel,
26727.0,Universal Television,US,800709,Roar,
26727.0,Universal Television,US,338039,The Tribe,The Tribe
26727.0,Universal Television,US,338039,The Tribe,The Tribe
67065.0,Universalia Film,,444136,The Last Days of Pompeii,
67065.0,Universalia Film,,167603,Fabiola,
160699.0,Upstate Films,,116233,Anchoress,
12242.0,Urania Film,,396280,Wara Wara,
3801.0,VIP 2 Medienfonds,,11188,Ring of the Nibelungs,
23238.0,VIP 4 Medienfonds,,38543,Ironclad,
827.0,VIP Medienfonds 3,DE,11188,Ring of the Nibelungs,
2116.0,VIP Medienfonds 4,,10529,Outlander,
11797.0,VOO,BE,565179,The First King,The First King
11797.0,VOO,BE,565179,The First King,The First King
90137.0,Vereinigte Film Partners,,48485,Nostradamus,
6808.0,Viacom 18 Motion Pictures,IN,584850,Tanhaji: The Unsung Warrior,
6808.0,Viacom 18 Motion Pictures,IN,432527,Padmaavat,
11707.0,Vic Films Productions,GB,2587,"Brother Sun, Sister Moon",
9371.0,Victoria Film,,76323,Eye of the Eagle,
8813.0,Videocraft International,US,281428,Marco,
25967.0,Viking Film,NO,12701,Revolution,
1968.0,Viking Film,SE,16852,When the Raven Flies,
79.0,Village Roadshow Pictures,US,205775,In the Heart of the Sea,
8852.0,Virgin Produced,,37958,Immortals,
2366.0,Virtual Films,,10529,Outlander,
449.0,Virtual Studios,US,1271,300,
449.0,Virtual Studios,US,4512,The Assassination of Jesse James by the Coward Robert Ford,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
117079.0,Visceral Psyche Films,,645124,Silence,
2921.0,Visualizer Film Productions,,14538,Three Kingdoms: Resurrection of the Dragon,
15634.0,Vitagraph Company of America,US,233095,A Tale of Two Cities,
8356.0,Viva Films,PH,57931,Baler,
8356.0,Viva Films,PH,179767,El Presidente,
8356.0,Viva Films,PH,362820,Felix Manalo,
52184.0,Volcano Films,,147441,Exodus: Gods and Kings,
10197.0,WGBH Boston,US,18093,Northanger Abbey,
10197.0,WGBH Boston,US,16236,Mansfield Park,
10197.0,WGBH Boston,US,17589,Mrs Brown,
10197.0,WGBH Boston,US,18093,Northanger Abbey,
10197.0,WGBH Boston,US,18093,Northanger Abbey,
10197.0,WGBH Boston,US,13949,Persuasion,
10197.0,WGBH Boston,US,18093,Northanger Abbey,
54997.0,WR Universal Group,,1966,Alexander,
53041.0,WTA,,10544,Ned Kelly,
11841.0,Wales Creative IP Fund,,38543,Ironclad,
24224.0,Walsh Bros,,273454,Monarch,
2.0,Walt Disney Pictures,US,57201,The Lone Ranger,
3166.0,Walt Disney Productions,US,6646,Treasure Island,
11452.0,Walwa Films S.A.,,8095,Cleopatra,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,23759,Centurion,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,10907,The Adventures of Robin Hood,
174.0,Warner Bros. Pictures,US,51227,King Richard and the Crusaders,
174.0,Warner Bros. Pictures,US,23928,Captain Horatio Hornblower R.N.,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,12160,Wyatt Earp,
174.0,Warner Bros. Pictures,US,16902,The Private Lives of Elizabeth and Essex,
174.0,Warner Bros. Pictures,US,8583,Dangerous Beauty,
174.0,Warner Bros. Pictures,US,4512,The Assassination of Jesse James by the Coward Robert Ford,
174.0,Warner Bros. Pictures,US,3175,Barry Lyndon,
174.0,Warner Bros. Pictures,US,13853,The Clan of the Cave Bear,
174.0,Warner Bros. Pictures,US,1124,The Prestige,
174.0,Warner Bros. Pictures,US,8367,Robin Hood: Prince of Thieves,
174.0,Warner Bros. Pictures,US,53182,300: Rise of an Empire,
174.0,Warner Bros. Pictures,US,1271,300,
174.0,Warner Bros. Pictures,US,11416,The Mission,
174.0,Warner Bros. Pictures,US,8367,Robin Hood: Prince of Thieves,
174.0,Warner Bros. Pictures,US,1966,Alexander,
174.0,Warner Bros. Pictures,US,8367,Robin Hood: Prince of Thieves,
174.0,Warner Bros. Pictures,US,8367,Robin Hood: Prince of Thieves,
174.0,Warner Bros. Pictures,US,7840,"10,000 BC",
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,652,Troy,
174.0,Warner Bros. Pictures,US,42658,Helen of Troy,
174.0,Warner Bros. Pictures,US,43355,The Master of Ballantrae,
174.0,Warner Bros. Pictures,US,205775,In the Heart of the Sea,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,32563,The Flame and the Arrow,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
174.0,Warner Bros. Pictures,US,616,The Last Samurai,
1807.0,Warwick Film Productions,,44736,The Long Ships,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,375262,The Favourite,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,68730,Silence,
22842.0,Waypoint Entertainment,US,384680,Hostiles,
843.0,Werner Herzog Filmproduktion,DE,2000,"Aguirre, the Wrath of God",
843.0,Werner Herzog Filmproduktion,DE,11710,The Enigma of Kaspar Hauser,
47759.0,Werner Schroeter Filmproduktion,,304394,Macbeth,
2272.0,Wide River Investments,,7549,Fearless,
856.0,Wild Bunch,FR,121878,The Last Supper,
25545.0,Wolf Films,US,13470,Bury My Heart at Wounded Knee,
1980.0,Woodfall Film Productions,GB,38978,Ned Kelly,
1980.0,Woodfall Film Productions,GB,42193,The Charge of the Light Brigade,
10163.0,Working Title Films,GB,10544,Ned Kelly,
10163.0,Working Title Films,GB,82695,Les Misérables,Les Misérables
10163.0,Working Title Films,GB,4518,Elizabeth,
10163.0,Working Title Films,GB,4517,Elizabeth: The Golden Age,
10163.0,Working Title Films,GB,82695,Les Misérables,Les Misérables
7692.0,World 2000 Entertainment,IE,9044,Tristan & Isolde,
7692.0,World 2000 Entertainment,IE,9477,King Arthur,
7692.0,World 2000 Entertainment,IE,11362,The Count of Monte Cristo,
7588.0,World Wrestling Entertainment (WWE),US,9334,The Scorpion King,
53042.0,Woss Group Film Productions,AU,10544,Ned Kelly,
4582.0,Xi'an Film Studio,CN,14797,Warriors of Heaven and Earth,
4582.0,Xi'an Film Studio,CN,14797,Warriors of Heaven and Earth,
4582.0,Xi'an Film Studio,CN,30600,Wheat,
4582.0,Xi'an Film Studio,CN,14797,Warriors of Heaven and Earth,
4582.0,Xi'an Film Studio,CN,26784,The Emperor's Shadow,
4582.0,Xi'an Film Studio,CN,14797,Warriors of Heaven and Earth,
124913.0,Xian Longrui Film and TV Culture Media Co.,,14538,Three Kingdoms: Resurrection of the Dragon,
1569.0,Yash Raj Films,IN,472138,Thugs of Hindostan,
22062.0,Yellow Brick Films,US,532812,Robert the Bruce,
7910.0,Yunnan Film Group,,121878,The Last Supper,
4606.0,ZDF,DE,192,The Name of the Rose,
4606.0,ZDF,DE,11710,The Enigma of Kaspar Hauser,
74277.0,Zenshinza Theatre Company,,84237,Humanity and Paper Balloons,
76.0,Zentropa Entertainments,DK,88273,A Royal Affair,
16923.0,Zephyr Films,GB,33796,Mountains of the Moon,
16923.0,Zephyr Films,GB,9703,The Last Legion,
16923.0,Zephyr Films,GB,41215,Black Death,
1829.0,"Zespól Filmowy ""Kadr""",PL,59219,Quo Vadis,
1829.0,"Zespól Filmowy ""Kadr""",PL,5040,Pharaoh,
93117.0,Zhang Yimou Studio,,9550,House of Flying Daggers,
3443.0,Zulu Dawn NV,,18061,Zulu Dawn,
109689.0,Zénith Production,,43194,Ulysses,
112752.0,about Film,KR,366093,The Sound of a Flower,
99596.0,paiva films,,613370,Brutus vs Cesar,Brutus vs Cesar
99596.0,paiva films,,613370,Brutus vs Cesar,Brutus vs Cesar
119936.0,Ústřední půjčovna filmů,,62843,Witchhammer,
487.0,Česká televize,CZ,2712,Jacob,
12508.0,Štúdio hraných filmov Bratislava,XC,286601,Judgement,
167203.0,北京星光灿烂影视文化有限公司,,63457,The Warring States,
