name,actor_id,count
David Clyde,103185.0,1
David Collings,1227492.0,1
David Copping,29769.0,1
David Corbett,240112.0,1
David Costabile,82167.0,1
David Cowley,117438.0,1
David Craig,1808711.0,1
David Curtiz,1947685.0,1
David Davenport,95096.0,1
David Davies,153212.0,2
David Dencik,93236.0,1
David Dennis,107754.0,1
David Essex,96407.0,1
David Farrar,91617.0,2
David Farrow,1819538.0,1
David Fellowes,1022368.0,1
David Fielder,1810159.0,1
David Fisher,25671.0,2
David Ford,1752517.0,1
David Forest,2283694.0,1
David Francis,119708.0,1
David Gant,21431.0,4
David George,2968495.0,1
David Graham,157719.0,1
David Griffith,203527.0,1
David Gwillim,158837.0,1
David Harewood,16752.0,1
David Harkus,1479913.0,1
David Hawley,1278484.0,1
David Hayman,54014.0,2
David Hemmings,15196.0,4
David Heywood,2263482.0,1
David Hoffman,109832.0,1
David Horovitch,133032.0,2
David Hounslow,185822.0,1
David J. Fuller,1444170.0,1
David Kernan,1034794.0,1
David Kincaid,202470.0,1
David Kinsey,1583248.0,1
David Knight,239302.0,1
David La Haye,58012.0,1
David Lampson,1169583.0,1
David Le Page,3001434.0,1
David Leitch,40684.0,1
David Leon,3154729.0,1
David Leonard,126658.0,1
David Lodge,95125.0,1
David Lyell,1872924.0,1
David Mansfield,7435.0,1
David Manucharov,2049727.0,1
David McBlain,1429521.0,1
David McKay,16908.0,1
David Melville,1080282.0,1
David Midthunder,1039678.0,2
David Moorst,2077958.0,1
David Moreau,1151445.0,1
David Morley,2007942.0,1
David Morley Hale,1956132.0,1
David Morrissey,18616.0,2
David Murray,93211.0,1
David Neal,1220359.0,1
David Newell,942165.0,1
David Nicholls,1760088.0,3
David Niven,14261.0,2
David O'Hara,2482.0,2
David O'Kelly,25682.0,1
David Oyelowo,35013.0,1
David Paymer,19839.0,1
David Pevsner,177099.0,1
David Rampanen,2498775.0,1
David Robb,102375.0,3
David Roberts,1151069.0,1
David Rolfe,1533745.0,2
David S. Cass Sr.,81693.0,1
David Salles,130454.0,1
David Schaap,1177316.0,1
David Schneider,2065.0,1
David Schofield,939.0,2
David Slingsby,2274519.0,1
David Sterne,117654.0,3
David Stoller,1278495.0,1
David Strathairn,11064.0,1
David Suchet,20277.0,3
David Thewlis,11207.0,4
David Thibodeau,1330757.0,1
David Threlfall,59081.0,2
David Thursby,132701.0,3
David Torrence,32139.0,2
David Walmsley,1198663.0,1
David Warner,2076.0,1
David Warshofsky,37204.0,1
David Webb,1407888.0,1
David Wenham,1371.0,3
David Westhead,85629.0,1
David Weston,101504.0,1
David Wilmot,73287.0,1
David de Keyser,79866.0,1
Davide Bozzato,1281187.0,1
Davide Cincis,24600.0,2
Davide Marotta,103063.0,1
Davina Taylor,1232876.0,1
Davison Clark,1075172.0,3
Dawn Addams,72717.0,2
Dawn Bradfield,42837.0,1
Dayadewa Edirisinghe,1903733.0,1
Dayton Lummis,88887.0,1
DeWitt Jennings,138219.0,1
Dean Alexandrou,94384.0,1
Dean Cochran,105686.0,1
Dean Jagger,29313.0,1
Dean Lopata,151305.0,1
Dean Whitworth,939689.0,1
Deano Clavet,548035.0,1
Debbie Reynolds,8857.0,1
Deborah Grall,1356448.0,1
Deborah Kerr,20141.0,2
Debra Beaumont,274883.0,1
Debra Paget,48958.0,3
Declan Hannigan,1508585.0,1
Declan Mulholland,1214791.0,1
Declan Simpson,1079560.0,1
Declan Wyer,2200172.0,1
Dede Gainor,1747658.0,1
Deepak Dobriyal,85594.0,1
Deepak Sharma,2031887.0,1
Deepak Shreemali,2031858.0,1
Deepika Padukone,53975.0,2
Dekao Yokoo,134274.0,1
Deke Richards,101218.0,1
Del Negro,20547.0,1
Del Zamora,100062.0,1
Delia Lindsay,112468.0,1
Delle Duncan,592838.0,1
Delphine Chuillot,132182.0,1
Delroy Lindo,18792.0,1
Demetrius Alexis,1369283.0,1
Deneen Tyler,29933.0,1
Deng Chao,99689.0,1
Deng Limin,1436153.0,1
Denholm Elliott,656.0,3
Denis Charvet,133731.0,1
Denis Conway,63360.0,1
Denis Gilmore,140416.0,1
Denis Greene,1086915.0,1
Denis Lacroix,199835.0,1
Denis Lawson,47698.0,1
Denis Lill,129452.0,1
Denis Ménochet,81125.0,1
Denis O'Dea,85410.0,3
Denis O'Hare,81681.0,1
Denis Plante,2866601.0,1
Denis Quilley,26663.0,2
Denis Shaw,101943.0,1
Denise Del Vecchio,1267733.0,1
Denise Gough,1182597.0,1
Denise Mack,1561305.0,1
Denjirō Ōkōchi,134256.0,1
Dennis Banks,975164.0,1
Dennis Folbigge,1120183.0,1
Dennis Hayden,7679.0,1
Dennis Hoey,25175.0,1
Dennis Marasigan,1354665.0,2
Dennis Padilla,113265.0,1
Dennis Quaid,6065.0,2
Dennis St John,1089927.0,1
Dennis Storhøi,19899.0,1
Dennis Thorne,1872927.0,1
Dennis Trillo,585908.0,1
Denver Dowridge,1546931.0,1
Denver Pyle,6462.0,1
Denys Graham,1229155.0,1
Denys Hawthorne,32989.0,1
Denzel Washington,5292.0,1
Denzil Smith,933391.0,1
Deobia Oparei,58758.0,1
Derek Blomfield,37875.0,1
Derek Deadman,10984.0,2
Derek Elphinstone,47014.0,1
Derek Farr,31298.0,1
Derek Fuke,1532366.0,1
Derek Gray,1820791.0,1
Derek Jacobi,937.0,3
Derek Southers,1375034.0,1
Derek Ware,199057.0,1
Derek de Lint,9128.0,4
Dermot Keaney,191751.0,2
Derrick B. Young,2020781.0,1
Derrick N. Ashong,2119741.0,1
Des Braiden,946148.0,1
Desere Mondon,2298879.0,1
Desi Arnaz Jr.,146713.0,1
Desirae Anslover,1760469.0,1
Desiree Ann Siahaan,550341.0,1
Desislava Stefanova,2193566.0,1
Desmond Barrit,209658.0,1
Desmond Llewelyn,9906.0,1
Desmond Roberts,179577.0,1
Desmond Stokes,2579123.0,1
Dessie Gallagher,1429522.0,1
Detelin Candev,2088642.0,1
Detlef Bothe,14637.0,1
Devan,283294.0,1
Devdatta Nage,2506596.0,1
Devin Maurice Evans,1344364.0,1
Devon J. Adams,1760468.0,1
Devyn A. Tyler,1344365.0,1
Dewi Williams,1479906.0,1
Dexter Doria,1079661.0,1
Dexter Fletcher,974.0,4
Dexter McReynolds,1420928.0,1
Dezső Garas,123974.0,1
Di Guoqiang,2659907.0,1
Diana Botello,1331673.0,1
Diana Körner,22703.0,1
Diana Lante,1425152.0,1
Diana Napier,940851.0,1
Diana Quick,163422.0,3
Diana R. Lupo,200465.0,1
Diana Van der Vlis,109408.0,1
Diane Baker,6930.0,1
Diane Cilento,45467.0,1
Diane Craig,189231.0,1
Diane Fletcher,134117.0,1
Diane Gump,1641187.0,1
Diane Hall,1763185.0,1
Diane Kruger,9824.0,3
Diane Lane,2882.0,1
Diane Venora,6200.0,1
Diane Wadelow,2419659.0,1
Diane Wilson,141471.0,1
Dianne Pilkington,1278512.0,1
Dianora Veiga,1127395.0,1
Diarmaid Murtagh,1330044.0,1
Dick Crockett,14256.0,1
Dick Haymes,152713.0,1
Dick Holland,1273107.0,1
Dick Hudkins,1720422.0,1
Dick Scott,106585.0,1
Dick Sutherland,88957.0,1
Dick Ward,986101.0,1
Dick Winslow,165524.0,1
Dicken Ashworth,127151.0,1
Dickey Beer,1495190.0,1
Dickie Gravois,1344342.0,1
Dickie Owen,101986.0,1
Dicky Eklund Jr.,1673016.0,1
Dicu Aurel,135152.0,1
Didier Abot,1415600.0,1
Didier Jarre,2149359.0,1
Dido Miles,84267.0,1
Dido Plumb,1784198.0,1
Diedrich Bader,5727.0,1
Diego Calderón,931272.0,1
Diego Laurenti Sellers,2804274.0,1
Diego Ribon,237777.0,1
Diego Wallraff,24609.0,1
Dieter Eppler,26245.0,2
Dieter Kirchlechner,26519.0,1
Dieter Ranspach,1400514.0,1
Dieter Tressler,44982.0,1
Dietrich Hollinderbäumer,38608.0,1
Diganta Hazarika,1637847.0,1
Digvijay Purohit,2344579.0,1
Dilip Kumar,229249.0,1
Dilshad Patel,966629.0,1
Dimitar Yordanov,141286.0,1
Dimiter Doichinov,1350263.0,1
Dimitra Matsouka,1152205.0,1
Dimitra Theodossiou,1383470.0,1
Dimitri Andreas,39662.0,1
Dimitri Leonidas,89821.0,1
Dimitris Aronis,1692631.0,1
Dimitris Kalivokas,1117987.0,1
Dimitris Kontogiannis,1959366.0,1
Dimo Alexiev,1000981.0,1
Dina Consta,1276265.0,1
Dina De Santis,1042793.0,1
Ding Haifeng,1616830.0,2
Ding Kai,1615837.0,1
Ding Laam,1342843.0,1
Dino Galvani,47690.0,1
Dino Shafeek,115708.0,1
Dinos Doulgerakis,1146433.0,1
Dinsdale Landen,95110.0,1
Dinu Gherasim,2084884.0,1
Dion Little Child,2498746.0,1
Dionysis Papagiannopoulos,932888.0,2
Dirk Bogarde,21605.0,1
Dirk Wayne Summers,1468850.0,1
Disha Vakani,1963211.0,1
Ditte Martinsson,2109626.0,1
Dixie Donovan,1063501.0,1
Diza Kountoura,1559741.0,1
Djimon Hounsou,938.0,3
Dmitri Kapka,1363223.0,1
Dmitri Mirgorodsky,1285187.0,1
Dmitri Nazarov,93331.0,1
Dmitriy Miller,581170.0,1
Dmitry Shilyaev,1106044.0,1
Do Yong-gu,553838.0,1
Do Yuming,1571926.0,2
Dolores Hart,83391.0,1
Domenico Capalbo,2019234.0,1
Domhnall Gleeson,93210.0,1
Domingo Contreras,2505650.0,1
Dominic Applewhite,515313.0,1
Dominic Atherton,2868617.0,1
Dominic Cooper,55470.0,1
Dominic Gould,54920.0,1
Dominic Jephcott,136027.0,2
Dominic Keating,23790.0,1
Dominic Roque,1295260.0,1
Dominic Rowan,27635.0,1
Dominic Savage,1017624.0,1
Dominic West,17287.0,2
Dominik Havelka,2283691.0,1
Dominik Maringer,1745023.0,1
Dominique Frot,19165.0,1
Dominique Moore,1229302.0,1
Dominique Pinon,2413.0,1
Dominique Reymond,19363.0,1
Dominique Sanda,24590.0,1
Dominiquie Vandenberg,84311.0,1
Don Ackerman,945285.0,1
Don Bender,1747653.0,1
Don Blackman,976235.0,1
Don Bridges,80270.0,1
Don Brisebois,2866592.0,1
Don Castle,114400.0,1
Don Collier,97478.0,1
Don Fairservice,67574.0,1
Don Henderson Baker,107406.0,1
Don Keefer,104630.0,1
Don Kenito,2526187.0,1
Don Kenny,1169582.0,1
Don Leonard,1078807.0,1
Don McKellar,20173.0,1
Don Murray,18666.0,1
Don Pedro Colley,9222.0,1
Don Rivera,1519730.0,1
Don Roberts,231219.0,1
Don Shanks,33299.0,1
Don Stannard,146946.0,1
Don Summers,955551.0,1
Don Tilley,1682749.0,1
Don Turner,940651.0,2
Donal Gibson,110315.0,2
Donal Logue,10825.0,1
Donald Burton,1220006.0,1
Donald Calthrop,7384.0,1
Donald Crisp,8841.0,4
Donald Curtis,35847.0,1
Donald Dunham,1359512.0,1
Donald Gray,78744.0,1
Donald Hotton,14854.0,1
Donald Houston,38358.0,2
Donald MacBride,34234.0,1
Donald Madden,1480276.0,1
Donald O'Brien,31779.0,1
Donald Pickering,1214789.0,1
Donald Pleasence,9221.0,3
Donald Sumpter,20425.0,2
Donald Sutherland,55636.0,3
Donald Wolfit,14372.0,2
Donald Woods,118022.0,1
Donato Placido,1017611.0,1
Dong Ming,2834505.0,1
Dong Wenjun,1400587.0,1
Dong Yong,52899.0,2
Donna Christo,1510494.0,1
Donna Dax,1704987.0,1
Donna Magnani,1577347.0,1
Donna Martell,94991.0,1
Donna Reading,1872930.0,1
Donnelly Rhodes,9602.0,1
Donnie Yen,1341.0,3
Donovan Leitch,58141.0,1
Dora Kanizsa,2757084.0,1
Doreen Lawrence,1503009.0,1
Doreen Mantle,6974.0,1
Doreen Stevens,2866605.0,1
Doremy Vernon,1690327.0,1
Doris Leader Charge,7875.0,1
Doris Lloyd,21878.0,4
Dorka Gryllus,19998.0,1
Dorota Lis,1886750.0,1
Dorothea Kraft,1464203.0,1
Dorothy Adams,3346.0,2
Dorothy Alison,132600.0,1
Dorothy Atkinson,1221056.0,1
Dorothy Bramhall,224019.0,1
Dorothy Brodesser,1943852.0,1
Dorothy Christy,99467.0,1
Dorothy Comingore,11029.0,1
Dorothy Drake,592837.0,1
Dorothy Duffy,54001.0,1
Dorothy Gish,30779.0,1
Dorothy Hale,1404534.0,1
Dorothy Neumann,87752.0,1
Dorothy Patten,1185748.0,1
Dorothy Peterson,81293.0,1
Dorothy Tutin,38998.0,2
Dorothy Tuttle,1671176.0,1
Dorothée Berryman,67905.0,1
Dorottya Podmaniczky,2757097.0,1
Dorris Bowdon,8518.0,1
Dossy Peabody,1537812.0,1
Doug Colling,1159828.0,1
Doug Robinson,2644740.0,1
Douglas Bank,3042591.0,1
Douglas Blackwell,1748942.0,1
Douglas Fairbanks Jr.,51762.0,1
Douglas Henshall,35862.0,1
Douglas Hodge,80149.0,3
Douglas M. Griffin,60881.0,1
Douglas Plasse,2068880.0,1
Douglas Russell,119095.0,1
Douglas Seale,15833.0,1
Douglas Walton,2928.0,4
Douglas Wilmer,89065.0,6
Douglass Dumbrille,34748.0,2
Dougray Scott,15336.0,1
Doutzen Kroes,1009999.0,1
Dr. Heinz Niemöller,1464205.0,1
Dr. Rajkumar,1128070.0,1
Dr. Walter Pflaum,1464204.0,1
Dragomir Felba,1047150.0,1
Dragomir Stanojević,556090.0,1
Drew Cardillo,1262402.0,1
Drew Sease,1271708.0,1
Du Chuan-Yang,1342850.0,1
Du Yiheng,1174690.0,1
Duane Behrens,1883297.0,1
Duane Grey,136112.0,1
Duane Howard,117428.0,2
Dudley Digges,100243.0,1
Dudley Sutton,27393.0,2
Duff Zayonce,2019446.0,1
Duggie Fields,1634955.0,1
Duke Faeger,1090382.0,1
Duke Fishman,1547818.0,1
Duke Green,1007946.0,1
Duke R. Lee,1079037.0,1
Dulani Anuradha,1985039.0,1
Dumitru Crăciun,2084866.0,1
Dumitru Ghiuzelea,2084886.0,1
Duncan Airlie James,1471026.0,1
Duncan Lacroix,1317739.0,1
Duncan Lamont,29659.0,2
Durga Khote,230972.0,1
Dustin Bollinger,39519.0,1
Duy Vo Van,1330783.0,1
Dwayne Johnson,18918.0,2
Dwight Henry,1055236.0,1
Dwight Weist,2374.0,1
Dylan Baker,19152.0,1
Dylan Brown,8032.0,1
Dylan Gray Woodley,2436977.0,1
Dylan Kussman,2695.0,1
Dylan Schombing,1510489.0,1
Dylan Smith,47934.0,2
Dylan Vox,76727.0,1
Dózsa László,937379.0,1
E. Alyn Warren,120556.0,1
E. Chatzeemichalee,1559737.0,1
E. E. Clive,2930.0,1
E.A. Rocha,1288361.0,1
E.E. Clive,2617002.0,1
E.J. André,198320.0,1
Eamonn Kelly,3001438.0,1
Eamonn Owens,17779.0,1
Earl Cameron,2246.0,1
Earl Covert,1624220.0,1
Earl Danyluk,2866622.0,1
Ed Bishop,108277.0,1
Ed Brady,131047.0,1
Ed Harris,228.0,1
Ed Markey,2559308.0,1
Ed Rosser,75497.0,1
Ed Verreaux,4953.0,1
Edda Björgvinsdóttir,80911.0,1
"Eddie ""Rochester"" Anderson",98571.0,1
Eddie Axberg,58304.0,1
Eddie Byrne,69249.0,1
Eddie Coke,1317082.0,1
Eddie Collins,5461.0,1
Eddie Del Mar,1347413.0,1
Eddie Dew,1230787.0,1
Eddie Dunn,133342.0,1
Eddie Garcia,189996.0,2
Eddie Gutierrez,823910.0,1
Eddie Juaregui,1290984.0,1
Eddie Marsan,1665.0,4
Eddie Moran,1811997.0,1
Eddie Parker,34103.0,3
Eddie Quillan,8521.0,1
Eddie Redmayne,37632.0,3
Eddie Spears,117432.0,1
Eddy Chandler,120734.0,1
Eden Riegel,217524.0,1
Edgar Barrier,78849.0,1
Edgar Dearing,1240252.0,1
Edgar Edwards,33233.0,1
Edgar Ott,1344605.0,1
Edie Martin,1326413.0,1
Edita Brychta,59049.0,1
Edith Evanson,17662.0,1
Edith Peters,67969.0,2
Edith Scob,27980.0,1
Edith Sharpe,117472.0,1
Edmond van Daële,150860.0,1
Edmund Breon,81291.0,1
Edmund Cobb,43836.0,2
Edmund Gwenn,22600.0,1
Edmund Purdom,26155.0,3
Edna Mae Cooper,148803.0,1
Edna Mae Jones,1445496.0,1
Edna May Oliver,82412.0,3
Edoardo Davesnes,1361216.0,1
Edric Connor,1069932.0,2
Eduard Cupák,1054321.0,1
Eduard Fernández,87015.0,1
Eduard Flerov,587514.0,1
Eduard Franz,94070.0,5
Eduardo Camacho,1615918.0,1
Eduardo Ciannelli,16761.0,1
Eduardo Noriega,17093.0,1
Edward Aczel,2200171.0,1
Edward Appiah,2298835.0,1
Edward Arnold,30211.0,1
Edward Ashley,1543010.0,1
Edward Ashley,95013.0,1
Edward Blatchford,1066171.0,1
Edward Caruana Galizia,1206033.0,1
Edward Cast,1484587.0,1
Edward Clayton,1687605.0,1
Edward Cooper,1186117.0,1
Edward Farrelly,931545.0,1
Edward Fox,9126.0,2
Edward G. Robinson,13566.0,1
Edward Gargan,34294.0,1
Edward Hardwicke,3545.0,1
Edward Hibbert,84249.0,1
Edward Hogg,114252.0,1
Edward J. Clare,1292482.0,1
Edward James Olmos,587.0,1
Edward Judd,38070.0,1
Edward Keane,120708.0,1
Edward Lewis French,1278615.0,1
Edward Manning,1479909.0,1
Edward McDonald,1271720.0,1
Edward Norton,819.0,2
Edward Palmer,1295619.0,1
Edward Peil Jr.,1718303.0,1
Edward Perez,1519772.0,1
Edward Petherbridge,1220073.0,2
Edward Roland,18441.0,1
Edward Ryan,144549.0,1
Edward Rączkowski,1548900.0,1
Edward Tudor-Pole,79638.0,1
Edward Underdown,89208.0,1
Edward Van Sloan,1550.0,1
Edward Woodall,219496.0,2
Edward Woodward,39188.0,2
Edward Yankie,218926.0,1
Edwin Hodge,56679.0,1
Edwin Maxwell,13361.0,2
Edy Vessel,564551.0,2
Edythe Elliott,1195341.0,1
Egbert Jan Weeber,102353.0,2
Egill Ólafsson,80921.0,2
Egon von Jordan,6262.0,1
Eigorô Onoe,555561.0,1
Eiichi Kusumoto,1540046.0,1
Eiji Okada,25466.0,1
Eijirô Kataoka,1269256.0,1
Eijirō Tōno,106165.0,6
Eiki Narita,2248075.0,1
Eiko Ando,535901.0,1
Eiko Miyoshi,106160.0,1
Eiko Ohara,1029794.0,1
Eileen Atkins,20300.0,3
Eileen Davies,192838.0,2
Eileen Herlie,232127.0,1
Eileen Murphy,1016355.0,1
Eileen Way,164549.0,1
Eilene Janssen,199128.0,1
Eily Malyon,95631.0,3
Einari Koppel,271128.0,1
Eira Heath,1155209.0,1
Eirini Koumarianou,1312758.0,1
Eisaku Shindô,1489641.0,1
Eisuke Nakanishi,1481137.0,1
Eitarō Ozawa,97203.0,1
Eitarō Shindō,122430.0,2
Ejay Falcon,1043142.0,1
Ekaterina Krupenina,2368511.0,1
Ekin Cheng,21909.0,1
Ekow Quartey,1797012.0,1
El Hadj Malik Sow,2298789.0,1
Elaine Collins,1391065.0,1
Elaine Ives-Cameron,1229296.0,1
Elaine Lozano,1083886.0,1
Elaine McKergow,2172287.0,1
Elaine Stewart,121765.0,1
Elayne Sharling,1855476.0,2
Eleanor Bruce,1278543.0,1
Eleanor David,71249.0,1
Eleanor McCready,2644365.0,1
Eleanor Phelps,1221160.0,2
Eleanor Stagg,1674158.0,1
Eleanor Tomlinson,73357.0,1
Eleanor de Rohan,2408764.0,1
Elena Akimova,2402629.0,1
Elena Anaya,3623.0,1
Elena Bouryka,129441.0,1
Elena Castillo,2334186.0,1
Elena Hurst,180524.0,1
Elena Mita,2757007.0,1
Elena V. Holovcsak,2109461.0,1
Elena Zareschi,1266164.0,1
Eleni Karpeta,1444356.0,1
Eleonora Bianchi,237380.0,2
Eleonora Rossi Drago,25789.0,2
Elham Hamidi,1470016.0,1
Eli Snyder,963118.0,1
Eli Wallach,3265.0,3
Eliane Chappuis,1200374.0,1
Elias Bauer,1949810.0,1
Elide Marigliani,2757018.0,1
Elika Gibbs,2668445.0,1
Elinor Fair,130492.0,1
Elio Germano,59269.0,1
Elisa Cegani,33636.0,1
Elisa Daniel,1160349.0,1
Elisa Tovati,78224.0,1
Elisabeth Bergner,36942.0,1
Elisabeth Etienne,2603206.0,1
Elisabeth Flickenschildt,20884.0,1
Elisabeth Margoni,18557.0,1
Elisabeth Matheson,226190.0,1
Elisabeth Milarch,1664689.0,1
Elisabeth Riva,3319966.0,1
Elisabetta Genovese,1695178.0,2
Elissa Landi,32924.0,2
Elizabeth Allan,47678.0,1
Elizabeth Berridge,4000.0,1
Elizabeth Billencourt,2334185.0,1
Elizabeth Debicki,1133349.0,1
Elizabeth Earl,1214692.0,1
Elizabeth Eaton,1621157.0,1
Elizabeth Lawrence,53302.0,1
Elizabeth Marvel,126713.0,1
Elizabeth Oropesa,269947.0,2
Elizabeth Spriggs,1220119.0,1
Elizabeth Sung,19861.0,1
Elizabeth Taylor,3635.0,6
Ella Barker,3058618.0,1
Ella Hunt,989411.0,1
Ella-June Henrard,131567.0,1
Ellen Anne Buljo,110107.0,1
Ellen Barkin,6913.0,1
Ellen Kessler,935971.0,2
Ellen Lowe,134819.0,1
Ellen Rossen,2028795.0,1
Ellen Savaria,1390260.0,1
Elli Trygonopoulo,1559740.0,1
Ellie Reid,1832944.0,1
Elliot Cowan,51120.0,1
Elliot Henderson-Boyle,1228992.0,1
Elliot Ngok,94972.0,2
Ellizzette Duvall,2586890.0,1
Elo Romančík,236067.0,1
Eloise Henwood,1813797.0,1
Elsa Janssen,99750.0,1
Elsa Lanchester,2926.0,2
Elsa Martinelli,29428.0,1
Elsa Zylberstein,39195.0,1
Elsie Kirk,2263426.0,1
Elsie Pittas,2334180.0,1
Elsie Taylor,1545652.0,1
Elsie Yeh,939332.0,1
Elspeth Dudgeon,34331.0,1
Elspeth March,273906.0,1
Elton LeBlanc,1011212.0,1
Elvi Hale,1244668.0,1
Elvira Quintana,1176416.0,1
Elvira Reyes,1288466.0,1
Elvis Tsui,83631.0,1
Ely Nakpil,1387533.0,1
Elya Baskin,2368.0,1
Elyas M'Barek,25409.0,1
Elza Radzina,47428.0,1
Elõd Madarász,1508619.0,1
Emanoil Petruţ,1146621.0,2
Emanuel Booz,74113.0,1
Emanuela Postacchini,1132690.0,1
Emanuele Barresi,126991.0,1
Emanuele Gullotto,553191.0,1
Embeth Davidtz,6368.0,1
Emerson Treacy,89660.0,1
Emidio La Vella,27197.0,1
Emil Botta,1161929.0,2
Emil Hanna,2745311.0,1
Emil Lin,1594115.0,1
Emil Marwa,26201.0,1
Emilia Fortunato,25112.0,1
Emilia Pittas,2334193.0,1
Emilie François,937907.0,1
Emilio Adrisani,25110.0,1
Emilio De Marchi,118586.0,2
Emilio Doorgasingh,27650.0,1
Emilio Echevarría,263.0,1
Emilio Garcia,576036.0,1
Emilio Messina,1127104.0,1
Emilio Valdez,1528305.0,1
Emilio Vardannes,1343437.0,1
Emily Blunt,5081.0,2
Emily Browning,70456.0,2
Emily Canfor-Dumas,218059.0,1
Emily Cohen,2290750.0,1
Emily Cox,144344.0,1
Emily Deschanel,25933.0,2
Emily Fleischer,1152009.0,1
Emily Jewell,1221062.0,1
Emily Johnson,2892045.0,1
Emily Mortimer,1246.0,1
Emily Nagle,1376685.0,1
Emily Watson,1639.0,1
Emily Wheaton,1244796.0,1
Emily Wilson,1183675.0,1
Emir Buczacki,1390586.0,1
Emitaro Ichikawa,1713188.0,1
Emlyn Williams,66884.0,1
Emma Baron,994523.0,2
Emma Booth,105838.0,1
Emma Delves,2200174.0,1
Emma Dukes,1278544.0,1
Emma Flett,2855630.0,1
Emma Floria,2918973.0,1
Emma Griffiths Malin,127527.0,1
Emma Hall,27338.0,1
Emma Kenney,1252801.0,1
Emma Komlosy,2920874.0,1
Emma Pike,1371405.0,1
Emma Rigby,1078568.0,1
Emma Roberts,1487246.0,1
Emma Stone,54693.0,1
Emma Thompson,7056.0,1
Emmanuel Bilodeau,123926.0,1
Emmanuel Kabongo,1510492.0,1
Emmanuelle Debever,589164.0,1
Emmanuelle Seigner,8925.0,1
Emmett King,1121713.0,1
Emmo Reyes,1615917.0,1
Emrys James,202466.0,1
Emun Elliott,228968.0,2
Emy Kay,1854462.0,1
Ena Burrill,2526157.0,1
Encarna Barrios,2930480.0,1
Encho Enchev,2088641.0,1
Enji Ichikawa,3263834.0,1
Enn Reitel,34904.0,1
Ennio Antonelli,120027.0,1
Ennio Balbo,1049841.0,1
Ennio Fantastichini,27272.0,1
Ennio Girolami,128674.0,1
Enno Patalas,222850.0,1
Enrico Formichi,1576475.0,1
Enrico Gemelli,1387934.0,1
Enrico Lo Verso,27392.0,1
Enrico Maria Salerno,32377.0,1
Enrico Montesano,21237.0,1
Enrico Olivieri,98486.0,1
Enrique Lizalde,974624.0,1
Enrique Santiago,2505272.0,1
Enzo Biliotti,1003180.0,1
Enzo Cerusico,83146.0,1
Enzo Doria,935976.0,1
Enzo Fiermonte,39165.0,4
Enzo Moscato,78694.0,1
Enzo Petito,1077276.0,1
Enzo Spitaleri,550641.0,1
Enzo Turrin,3319962.0,1
Eoin Macken,111801.0,1
Eoin O'Brien,1602210.0,1
Erdenbileg Sengee,2283686.0,1
Erh Chun,1134800.0,1
Eric A. Hurley,2679688.0,1
Eric Alden,1016571.0,3
Eric Bana,8783.0,1
Eric Brummer,104524.0,1
Eric Cantona,37758.0,1
Eric D. Sandgren,2679675.0,1
Eric Johnston,2866607.0,1
Eric Linden,124853.0,1
Eric Mason,1229320.0,1
Eric Milota,1646761.0,1
Eric P. Caspar,24623.0,1
Eric Pasturel,2089013.0,1
Eric Pohlmann,21609.0,1
Eric Porter,39955.0,1
Eric Qu Quan-Cheng,1174469.0,1
Eric Roberts,2064680.0,1
Eric Rulliat,966221.0,2
Eric Schweig,57448.0,2
Eric Sinclair,102791.0,1
Eric Soubelet,1372040.0,1
Eric Stoltz,7036.0,1
Eric Tsang,26724.0,1
Eric Wilton,34128.0,3
Eric Zhang,1436290.0,3
Erich Nikowitz,6257.0,1
Erich Redman,1048648.0,1
Erick Avari,18917.0,1
Erik Johansson,2709201.0,1
Erik Orgovan,2757093.0,1
Erik Smith,1148729.0,1
Erik Strandmark,6667.0,1
Erik Studte,1664700.0,1
Erika Lajos,2757083.0,1
Erika Marozsán,16239.0,1
Erika Petersen,3340626.0,1
Erin Cipolletti,1513992.0,1
Erin Rementer,1438314.0,1
Erland Josephson,38127.0,1
Erling Eysturoy,1357239.0,1
Erminio Nazzaro,3354768.0,1
Erminio Spalla,1430285.0,2
Erna Martha Bauman,105139.0,1
Ernest Blyth,1847210.0,1
Ernest Borgnine,7502.0,2
Ernest Clark,139765.0,2
Ernest Grooney,1492450.0,1
Ernest Maftei,1161931.0,1
Ernest Milton,101482.0,1
Ernest Thesiger,2925.0,2
Ernest Truex,34419.0,1
Ernest Van-Mohr,2185134.0,1
Ernest Whitman,96258.0,1
Ernesto Molinari,1422112.0,1
Ernesto Torrini,1425170.0,1
Erno Crisa,37728.0,4
Erol Sander,27420.0,1
Errol Flynn,8724.0,4
Erskine Sanford,14364.0,2
Erville Alderson,589728.0,2
Erwin Nowiaszek,1364697.0,1
Esme Percy,47668.0,1
Esmeralda Adam García,1169601.0,1
Esmond Knight,56875.0,6
Espartaco Santoni,33827.0,1
Esperanza Alonso,1472205.0,1
Espiridion Acosta Cache,17686.0,1
Esteban Cueto,60653.0,1
Estelle Baldassin,3267177.0,1
Estephania LeBaron,1328408.0,1
Esther Brown,1763193.0,1
Esther Howard,85997.0,1
Esther Njiru,3253123.0,1
Esther Williams,129520.0,1
Ethan James Fugate,2679686.0,1
Ethan Laidlaw,1041747.0,1
Ethan Phillips,29445.0,1
Ethan Suplee,824.0,1
Etienne Girardot,104805.0,1
Etsuo Saijo,1481119.0,1
Etsuo Shima,2563325.0,1
